date,min,max,median,q1,q3,stdev,count
2022-11-24T00:00:00.000Z,1.3,84.43,5.81,3,10.75,14.361,482
2022-11-23T00:00:00.000Z,1.3,111.43,3.42,2.1,4.3,10.633,491
2022-11-22T00:00:00.000Z,1.1,27.4,6.27,1.95,13.62,6.587,484
2022-11-21T00:00:00.000Z,3.95,79.7,8.19,6.93,12.23,11.161,498
2022-11-20T00:00:00.000Z,0.6,82.72,3.08,1.58,6.34,7.31,505
2022-11-19T00:00:00.000Z,2.92,14.45,5.05,4.32,7.25,2.631,467
2022-11-18T00:00:00.000Z,1.2,17.6,5.93,4.4,7.95,2.883,495
2022-11-17T00:00:00.000Z,3.1,54.92,10.4,6.95,16.39,8.878,500
2022-11-16T00:00:00.000Z,3.27,30.03,6.65,4.68,10.05,4.742,483
2022-11-15T00:00:00.000Z,1.73,33.35,6.75,4.05,11.18,6.135,474
2022-11-14T00:00:00.000Z,1.8,27.25,5.72,3.15,9.52,4.279,459
2022-11-13T00:00:00.000Z,0.9,28.77,3.4,1.5,7.24,5.904,464
2022-11-12T00:00:00.000Z,6.9,53.1,12.73,10.43,14.88,5.725,456
2022-11-11T00:00:00.000Z,2.58,40.28,10.35,8.8,12.32,4.495,439
2022-11-10T00:00:00.000Z,5.72,18.88,11.02,9.98,13.35,2.613,466
2022-11-09T00:00:00.000Z,3.78,72.97,15.02,9.3,22.8,11.553,485
2022-11-08T00:00:00.000Z,3.83,592.03,22.04,7.86,65.31,75.947,500
2022-11-07T00:00:00.000Z,2.77,122.97,11.6,5.15,13.09,13.449,509
2022-11-06T00:00:00.000Z,4.45,83.07,9.41,5.82,13.08,9.838,476
2022-11-05T00:00:00.000Z,2.9,42.03,9.55,7.57,11.02,7.364,487
2022-11-04T00:00:00.000Z,4.43,61.6,12.18,6.4,18.23,11.505,474
2022-11-03T00:00:00.000Z,5.35,34.58,11.98,7.63,13.75,6.246,520
2022-11-02T00:00:00.000Z,5.09,23.13,13.13,6.15,15.44,4.789,477
2022-11-01T00:00:00.000Z,5.43,28.08,16.07,8.75,17.57,5.224,449
2022-10-31T00:00:00.000Z,6.4,81.05,10.19,8.07,16.8,11.291,287
2022-10-30T00:00:00.000Z,2.2,19.98,6.78,5.69,9.55,3.393,448
2022-10-29T00:00:00.000Z,1.7,23.77,4.97,2.9,11.2,4.7,491
2022-10-28T00:00:00.000Z,2.45,27.13,11.99,4.09,18.14,7.024,486
2022-10-27T00:00:00.000Z,2.65,25.27,7.97,4.53,10.5,4.457,479
2022-10-26T00:00:00.000Z,2.65,42.97,7.12,4.78,10.56,6.631,488
2022-10-25T00:00:00.000Z,1.47,66.5,7.22,3.16,10.02,8.583,500
2022-10-24T00:00:00.000Z,0.9,87.7,5.9,1.9,11.23,11.97,472
2022-10-23T00:00:00.000Z,2.83,38.03,5.68,4.63,8.22,4.241,501
2022-10-22T00:00:00.000Z,4.2,33.79,9.44,6.88,11.02,4.146,519
2022-10-21T00:00:00.000Z,3.15,53.1,8.56,5.28,12.9,6.555,486
2022-10-18T00:00:00.000Z,1.6,48,11.48,7.45,16.32,8.72,346
2022-10-17T00:00:00.000Z,4,17.1,6.82,5.84,8.89,2.167,488
2022-10-16T00:00:00.000Z,2.6,25.85,6.72,5.72,8.07,3.786,396
2022-10-15T00:00:00.000Z,5.15,54.45,9.71,7.8,11.7,6.038,494
2022-10-14T00:00:00.000Z,5.8,51.53,8.09,6.9,10.23,3.116,490
2022-10-13T00:00:00.000Z,4.28,27.65,10.93,8.27,15.09,4.538,505
2022-10-12T00:00:00.000Z,2.25,35.03,5.84,4.5,8.94,4.836,506
2022-10-11T00:00:00.000Z,3.1,26.77,9.69,4.68,13.57,5.288,483
2022-10-10T00:00:00.000Z,1.52,108.32,10.6,6.78,23.08,29.402,507
2022-10-09T00:00:00.000Z,0.63,133.32,6.32,2.34,15.56,14.387,521
2022-10-08T00:00:00.000Z,2.4,195.93,7.42,5.2,11.4,35.31,504
2022-10-07T00:00:00.000Z,1.9,18,5.15,4.2,7.47,2.519,482
2022-10-06T00:00:00.000Z,1.35,23.9,3.45,2.52,6.06,3.46,513
2022-10-05T00:00:00.000Z,0.52,27.45,3.59,1.47,5.93,4.17,296
2022-10-04T00:00:00.000Z,0.7,34.88,5.8,1.65,12.02,6.174,330
2022-10-03T00:00:00.000Z,1.42,27.13,4.55,2.72,6.28,4.512,240
2022-10-02T00:00:00.000Z,0.8,47.8,2.42,1.35,7.93,5.988,250
2022-10-01T00:00:00.000Z,1.14,91.97,4.28,3,8.35,13.577,439
2022-09-30T00:00:00.000Z,2.04,20.58,3.8,2.97,5.7,4.371,261
2022-09-29T00:00:00.000Z,1.17,23.42,2.9,2.33,4.42,4.043,284
2022-09-28T00:00:00.000Z,0.6,122.18,2.04,1.6,2.5,12.593,453
2022-09-27T00:00:00.000Z,1.83,17.35,4.73,3.6,5.97,1.855,472
2022-09-26T00:00:00.000Z,1.38,41.72,6.06,4.3,15.37,8.233,452
2022-09-25T00:00:00.000Z,1.1,27.05,2.72,1.92,4.93,3.958,491
2022-09-24T00:00:00.000Z,1.42,18.25,3.4,2.67,6.47,2.622,500
2022-09-23T00:00:00.000Z,2,35.47,3.58,2.7,5.95,5.776,480
2022-09-22T00:00:00.000Z,1.52,19.35,3,2.54,3.83,2.017,494
2022-09-21T00:00:00.000Z,1.4,29.92,3.28,2.5,4.21,2.919,437
2022-09-20T00:00:00.000Z,2.17,18.63,3.7,3.05,4.75,3.163,409
2022-09-19T00:00:00.000Z,1.6,35.75,5.6,3.91,9.85,5.642,465
2022-09-18T00:00:00.000Z,1.3,17.75,4.72,3.42,6.14,3.108,444
2022-09-17T00:00:00.000Z,1.2,31.88,4.88,3.6,7.97,3.452,427
2022-09-16T00:00:00.000Z,2.6,21.85,5.57,3.92,7.88,3.682,435
2022-09-15T00:00:00.000Z,1.2,28.83,3.35,2.45,5.2,4.205,479
2022-09-14T00:00:00.000Z,1.67,53.8,3.3,2.72,4.13,5.936,466
2022-09-13T00:00:00.000Z,1.33,62.3,5.63,2.88,8.98,9.132,477
2022-09-12T00:00:00.000Z,1.27,21.85,4.5,2.8,6.1,2.943,434
2022-09-11T00:00:00.000Z,0.6,11.05,2.35,1.36,3.32,1.978,504
2022-09-10T00:00:00.000Z,0.8,10.85,3.67,2.47,5.52,2.335,488
2022-09-09T00:00:00.000Z,2.42,37.79,6.59,3.55,9.02,5.088,490
2022-09-08T00:00:00.000Z,1.14,50.25,2.2,1.9,2.96,7.046,333
2022-09-07T00:00:00.000Z,1.12,31.25,3.03,2.14,5.94,6.159,445
2022-09-06T00:00:00.000Z,1.67,27.53,3.3,2.8,4,3.122,472
2022-09-05T00:00:00.000Z,1.2,9.19,2.29,2,3.72,1.582,318
2022-09-04T00:00:00.000Z,0.5,26.85,1.4,0.8,4.09,4.245,219
2022-09-03T00:00:00.000Z,0.63,33.54,2.71,1.89,5.11,4.462,376
2022-09-02T00:00:00.000Z,0.8,36.65,3.33,1.84,5.03,4.825,433
2022-09-01T00:00:00.000Z,0.88,47.8,6.82,4.38,13.6,8.376,448
2022-08-31T00:00:00.000Z,2.54,17.52,5.7,3.97,9.24,3.603,344
2022-08-20T00:00:00.000Z,1.38,13.8,5.34,3.14,7.79,3.485,192
2022-08-19T00:00:00.000Z,1.4,14,3.83,2.9,7.13,2.676,546
2022-08-18T00:00:00.000Z,1.95,24.2,5,3.38,8.19,4.153,439
2022-08-17T00:00:00.000Z,1.1,17.35,5.2,3.5,7.64,2.781,405
2022-08-16T00:00:00.000Z,2.29,38.72,6.07,4.22,9.69,6.462,531
2022-08-15T00:00:00.000Z,2.52,55.92,8,5.55,10.09,10.356,425
2022-08-14T00:00:00.000Z,1.85,64.53,9.07,5.28,11.85,9.309,515
2022-08-13T00:00:00.000Z,3.55,27.75,9.98,9.15,13.38,3.766,534
2022-08-12T00:00:00.000Z,4.93,827.35,8.19,6.53,19.75,86.089,447
2022-08-11T00:00:00.000Z,2.4,18,4.95,3.83,8.07,3.216,429
2022-08-10T00:00:00.000Z,0.9,8.44,3.25,2.5,4.98,1.704,420
2022-08-09T00:00:00.000Z,1.38,24.63,5,2.95,8.5,4.324,503
2022-08-08T00:00:00.000Z,1.63,14.85,5.25,3.89,7.24,2.777,461
2022-08-07T00:00:00.000Z,0.82,32.65,3.9,2.45,5.35,3.89,390
2022-08-06T00:00:00.000Z,1.6,17.25,3.45,2.7,4.18,2.201,492
2022-08-05T00:00:00.000Z,1.2,31.8,4.9,3.28,8.26,5.231,517
2022-08-04T00:00:00.000Z,1.33,33.25,5.2,3.9,8.94,4.765,423
2022-08-03T00:00:00.000Z,1.3,11.38,3.72,3.08,5.18,1.895,504
2022-08-02T00:00:00.000Z,1.2,14.27,3.4,2.4,4.9,2.008,497
2022-08-01T00:00:00.000Z,1.65,12.85,4.67,3.37,6.63,2.518,472
2022-07-31T00:00:00.000Z,0.87,11.23,3.22,2.29,4.45,1.764,530
2022-07-30T00:00:00.000Z,4.13,49.58,7.67,6.43,10.14,4.054,520
2022-07-29T00:00:00.000Z,3.2,644.91,6.4,5.07,17.52,33.69,513
2022-07-28T00:00:00.000Z,2.47,21.83,5.39,4.15,8.6,3.753,526
2022-07-27T00:00:00.000Z,2.54,34.1,8.85,7.13,10.02,3.09,526
2022-07-26T00:00:00.000Z,2.04,20.38,6.71,4.8,10.05,3.583,536
2022-07-25T00:00:00.000Z,1.63,12.88,3.75,2.8,5.4,2.287,552
2022-07-24T00:00:00.000Z,0.8,16.25,2.67,1.6,3.58,2.464,542
2022-07-23T00:00:00.000Z,4.59,62.85,7.97,6.68,11.42,10.866,545
2022-07-22T00:00:00.000Z,0.73,55.93,5.05,3.27,11.23,9.933,543
2022-07-21T00:00:00.000Z,3,60.58,8.1,6.68,9.52,5.931,543
2022-07-20T00:00:00.000Z,1.17,25.58,5.05,2.08,7.14,4.108,549
2022-07-19T00:00:00.000Z,1.8,18.85,4.03,3.2,5.4,1.947,551
2022-07-18T00:00:00.000Z,1.67,20.14,3.63,2.84,5.57,3.716,533
2022-07-17T00:00:00.000Z,1.4,117.2,4.03,2.72,5.55,11.181,551
2022-07-16T00:00:00.000Z,1.3,13.2,3.97,2.7,5.72,2.272,559
2022-07-15T00:00:00.000Z,2.52,12.05,5.05,3.67,7.63,2.274,494
2022-07-14T00:00:00.000Z,1.7,14.63,3.55,3,5.7,2.568,511
2022-07-13T00:00:00.000Z,1.8,15.77,5.55,3.24,7.6,3.111,493
2022-07-12T00:00:00.000Z,1.23,12.3,3.08,2.38,3.92,1.657,532
2022-07-11T00:00:00.000Z,1.9,17.42,4.84,3.03,7.53,3.208,527
2022-07-10T00:00:00.000Z,0.56,7.68,1.7,1.17,2.63,1.357,522
2022-07-09T00:00:00.000Z,0.9,31.55,3.83,2.71,6,4.982,520
2022-07-08T00:00:00.000Z,2.6,33.45,7.07,5.3,9.05,4.58,451
2022-07-07T00:00:00.000Z,1.1,12.23,4.95,2.5,7.4,2.92,353
2022-07-06T00:00:00.000Z,1.5,12.52,3.17,2.35,4.71,1.889,524
2022-07-05T00:00:00.000Z,2.65,17.82,4.84,3.9,6.07,2.248,518
2022-07-04T00:00:00.000Z,1.5,30.8,4.78,3.28,5.97,2.517,540
2022-07-03T00:00:00.000Z,2.9,17.6,4.43,3.8,6.2,2.437,518
2022-07-02T00:00:00.000Z,1.2,15.82,3.28,2.66,4.18,2.223,529
2022-07-01T00:00:00.000Z,1.38,19.07,3.45,2.6,5.12,2.645,541
2022-06-30T00:00:00.000Z,1.63,11.1,3.85,2.9,4.96,1.832,525
