date,min,max,median,q1,q3,stdev,count
2021-06-01T00:00:00.000Z,2.42,5.18,3.4,3.1,3.93,0.601,165
2021-06-02T00:00:00.000Z,3.33,6.65,5.25,4.5,5.63,0.778,141
2021-06-03T00:00:00.000Z,3.67,5.43,4.45,4.22,4.8,0.399,65
2021-06-23T00:00:00.000Z,2.52,5.18,4,3.34,4.57,0.698,152
2021-06-24T00:00:00.000Z,2.02,7.8,3.8,3.03,4.98,1.511,257
2021-06-25T00:00:00.000Z,2.2,4.7,3.1,2.83,3.42,0.464,289
2021-06-26T00:00:00.000Z,1.08,3.38,2.13,1.8,2.4,0.461,305
2021-06-27T00:00:00.000Z,1.5,3.83,2.54,2.08,2.88,0.487,310
2021-06-28T00:00:00.000Z,2.02,4.65,3.13,2.7,3.72,0.586,285
2021-06-29T00:00:00.000Z,2.13,7.2,3.33,3,3.63,0.634,313
2021-06-30T00:00:00.000Z,1.92,6,2.88,2.58,3.26,0.664,285
2021-07-01T00:00:00.000Z,1.33,7.72,2.95,2.1,3.63,1.287,251
2021-07-02T00:00:00.000Z,2.2,5.8,3.08,2.75,3.78,0.813,243
2021-07-03T00:00:00.000Z,1.6,4.9,3.13,2.22,3.66,0.78,321
2021-07-04T00:00:00.000Z,1.8,3.7,2.47,2.29,2.7,0.336,315
2021-07-05T00:00:00.000Z,2.4,6.1,3.5,3.1,4.25,0.744,257
2021-07-06T00:00:00.000Z,1.67,6.55,2.9,2.54,3.6,1.09,297
2021-07-07T00:00:00.000Z,1.25,2.9,2.02,1.77,2.29,0.354,254
2021-07-08T00:00:00.000Z,1.25,2.63,1.97,1.8,2.17,0.258,280
2021-07-09T00:00:00.000Z,0.75,2.8,1.41,1.1,1.89,0.504,320
2021-07-10T00:00:00.000Z,0.8,2.42,1.3,1.14,1.6,0.352,322
2021-07-11T00:00:00.000Z,1.14,157.57,2.04,1.6,47.92,39.469,346
2021-07-12T00:00:00.000Z,2.4,22.2,4,3.1,6.69,3.842,260
2021-07-13T00:00:00.000Z,2.25,7.45,4.53,3.6,5.9,1.208,234
2021-07-14T00:00:00.000Z,2.7,7.47,3.75,3.4,4.3,1.123,256
